time,src_computer,resolved_computer
94718,C21003,C1685
94718,C4165,C706
94718,C4618,C5136
94721,C3380,C22841
94722,C11142,C5297
94724,C11142,C2983
94726,C4618,C22529
94726,C4618,C5136
94728,C2492,C457
94735,C13534,C1685
94735,C13534,C1707
94738,C4618,C22529
94739,C4618,C5136
94742,C15618,C706
94746,C3380,C5136
94747,C3380,C23521
94747,C4618,C22529
94747,C4618,C5136
94749,C14040,C1685
94749,C2735,C706
94750,C484,C625
94751,C768,C528
94752,C768,C528
94755,C4618,C529
94758,C6857,C612
94760,C14483,C2174
94760,C3664,C5030
94761,C3380,C4222
94761,C4618,C467
94763,C12393,C1685
94764,C1748,C467
94765,C12406,C1707
94765,C14014,C1685
94765,C14014,C1707
94765,C1936,C5588
94770,C3260,C706
94776,C768,C586
94777,C1936,C1944
94777,C3380,C22841
94778,C1954,C706
94780,C4232,C706
94782,C9696,C528
94785,C8147,C706
94786,C14557,C1707
94786,C657,C1685
94788,C2492,C457
94788,C4618,C706
94789,C1905,C706
94790,C3544,C706
94792,C13661,C1707
94795,C15626,C706
94797,C14868,C5030
94798,C9219,C1707
94802,C2492,C457
94803,C3238,C706
94805,C14864,C706
94808,C13717,C706
94808,C515,C5030
94809,C13303,C1707
94809,C14777,C1707
94810,C8388,C706
94813,C24057,C1685
94816,C14296,C1707
94816,C14868,C22529
94816,C14868,C5136
94818,C6857,C586
94823,C3629,C706
94825,C14439,C1707
94825,C3380,C22841
94828,C3204,C1707
94829,C2760,C706
94830,C13285,C231
94830,C14868,C22529
94831,C14870,C5030
94831,C15618,C5030
94832,C14868,C5136
94834,C1653,C1685
94835,C15498,C1707
94835,C15618,C1707
94835,C814,C1707
94836,C1936,C1685
94839,C1191,C102
94839,C14809,C706
94839,C15618,C22529
94839,C3198,C1707
94839,C3380,C22841
94840,C14868,C22529
94840,C14868,C5136
94842,C15618,C586
94848,C2492,C457
94849,C7904,C706
94850,C15609,C5030
94850,C15615,C706
94850,C15618,C2685
94852,C12423,C1685
94852,C709,C706
94854,C58,C1707
94854,C6037,C5030
94855,C1506,C706
94857,C1823,C1952
94857,C902,C706
94859,C1205,C706
94860,C15753,C1685
94860,C2798,C1685
94861,C1823,C2358
94861,C1928,C467
94861,C1928,C586
94862,C8914,C1707
94866,C15609,C2685
94870,C15609,C1707
94870,C657,C229
94874,C1823,C2358
94876,C1624,C706
94876,C1823,C2732
94877,C15604,C1065
94880,C3714,C706
94881,C14940,C1685
94882,C14040,C2174
94883,C14049,C1685
94883,C15180,C1685
94883,C4693,C5030
94884,C9535,C2174
94885,C15626,C5030
94886,C3380,C22841
94889,C15644,C5030
94890,C14993,C1685
94890,C15628,C706
94890,C253,C5030
94893,C4653,C1707
94895,C4835,C706
94897,C1823,C1870
94897,C1823,C2588
94897,C1823,C2765
94897,C1823,C3140
94900,C282,C1707
94900,C4550,C1707
94901,C1823,C2706
94901,C1823,C540
94901,C282,C1707
94901,C3380,C22841
94902,C15626,C2685
94904,C15644,C2685
94905,C3165,C529
94905,C3165,C706
94908,C2492,C457
94910,C14053,C5030
94912,C2159,C1685
94912,C4835,C1685
94918,C1823,C1732
94918,C1823,C1747
94918,C1823,C3868
94920,C14040,C706
94920,C15644,C1685
94921,C3440,C2436
94923,C9578,C706
94924,C2464,C1685
94925,C1823,C1944
94927,C2021,C706
94930,C13457,C1685
94930,C14984,C1707
94930,C1823,C2359
94931,C1823,C2368
94931,C1823,C3056
94931,C1823,C3725
94931,C1823,C72
94933,C21003,C359
94934,C6238,C1707
94935,C608,C1015
94937,C3049,C706
94938,C11658,C5030
94939,C5774,C1707
94940,C14247,C1685
94940,C3496,C1707
94942,C337,C5030
94943,C1823,C2084
94946,C8914,C5030
94947,C3380,C22841
94948,C1823,C3077
94952,C14179,C1707
94953,C122,C706
94955,C1748,C5030
94957,C6367,C1685
94957,C6857,C1707
94958,C1823,C1747
94961,C1823,C245
94961,C9063,C359
94962,C12318,C1685
94963,C3380,C22841
94967,C7904,C1685
94968,C2492,C457
94969,C4015,C1707
94970,C194,C5030
94970,C2436,C1707
94970,C4914,C706
94973,C2320,C5136
94974,C12257,C706
94974,C1823,C1952
94975,C13717,C5030
94975,C1823,C3147
94976,C354,C1707
94978,C11996,C5030
94980,C1823,C1646
94980,C1823,C4056
94981,C1823,C3740
94988,C6466,C6466
94989,C11996,C5136
94989,C12423,C706
94989,C453,C1685
94990,C11996,C22529
94990,C631,C1685
94993,C1006,C1685
94993,C14266,C1685
94994,C1823,C2359
94994,C1823,C3740
94997,C4559,C706
94998,C1243,C5030
95000,C1823,C3413
95000,C2496,C1685
95001,C8914,C706
95005,C11996,C5136
95006,C11996,C22529
95008,C3380,C22841
95010,C5045,C706
95011,C1300,C1685
95012,C4412,C1685
95013,C11996,C22529
95013,C11996,C5136
95017,C14296,C706
95017,C1823,C3077
95018,C6509,C359
95019,C4508,C5030
95020,C436,C706
95020,C657,C706
95021,C1823,C2221
95021,C1823,C3075
95021,C409,C528
95022,C5811,C706
95023,C15440,C359
95024,C1653,C5030
95025,C3380,C22841
95027,C22494,C397
95028,C15266,C5030
95028,C2492,C457
95028,C5358,C467
95029,C12147,C706
95030,C94,C5030
95032,C1295,C706
95032,C14204,C706
95035,C1823,C1786
95035,C1823,C2225
95035,C1823,C2344
95035,C1823,C5131
95036,C1823,C25661
95038,C1823,C3699
95038,C1823,C4147
95039,C1823,C3077
95040,C15640,C706
95040,C3990,C706
95042,C1191,C1707
95047,C12347,C706
95048,C1823,C3077
95050,C14204,C5030
95050,C4753,C528
95051,C15609,C706
95051,C1823,C2084
95051,C1823,C2257
95051,C1823,C245
95051,C1823,C2463
95051,C1823,C2490
95051,C1823,C3547
95056,C2852,C1685
95057,C12393,C1685
95057,C14204,C5136
95059,C14204,C22529
95063,C1823,C3722
95067,C1947,C5030
95068,C15802,C1685
95068,C1823,C2448
95069,C3380,C22841
95070,C1435,C1707
95070,C1823,C2890
95073,C14204,C22529
95074,C14204,C5136
95074,C14244,C1797
95078,C1823,C25661
95082,C14204,C22529
95082,C14204,C5136
95083,C5879,C5879
95087,C337,C706
95087,C3380,C22841
95088,C2492,C457
95093,C4077,C706
95094,C1823,C1792
95094,C1823,C306
95094,C1823,C3413
95094,C1823,C61
95095,C1142,C1707
95100,C1823,C2483
95100,C1823,C3722
95102,C2492,C457
95105,C1823,C1998
95105,C1823,C2841
95105,C1823,C5458
95106,C6897,C1685
95108,C15403,C706
95108,C2640,C5030
95111,C1506,C1707
95112,C1823,C1732
95112,C5461,C1707
95114,C14040,C5030
95114,C2604,C1685
95115,C1191,C706
95117,C1823,C1952
95120,C12318,C5030
95125,C657,C1685
95126,C1823,C2358
95128,C14940,C706
95128,C1823,C72
95129,C3143,C706
95130,C3380,C22841
95135,C12318,C22529
95135,C12318,C5640
95136,C12318,C4222
95136,C12318,C5136
95136,C12318,C5588
95137,C3381,C706
95140,C1905,C231
95141,C12393,C706
95141,C1823,C2472
95143,C12347,C1685
95146,C9696,C1707
95147,C3163,C5030
95148,C2492,C457
95149,C3380,C22841
95152,C1823,C706
95154,C13488,C1685
95154,C13488,C1707
95156,C2798,C706
95157,C15628,C5030
95158,C1823,C1732
95159,C8388,C231
95160,C3587,C706
95160,C9921,C5720
95163,C8371,C231
95164,C14244,C16950
95171,C1823,C2448
95171,C1823,C2890
95171,C1823,C72
95172,C1823,C1732
95173,C2475,C706
95173,C2533,C706
95179,C159,C1707
95180,C4291,C1944
95181,C1357,C1685
95185,C409,C1685
95187,C768,C1685
95188,C4291,C1685
95191,C2303,C1685
95191,C3380,C22841
95192,C6367,C1685
95199,C12691,C1685
95202,C14179,C706
95202,C3021,C2436
95203,C5111,C1685
95208,C2492,C457
95210,C3143,C1685
95211,C3380,C22841
95213,C14521,C1685
95214,C1823,C1952
95215,C14984,C1707
95215,C15767,C1707
95216,C6238,C706
95217,C94,C706
95218,C4233,C706
95220,C453,C706
95223,C1205,C1685
95228,C421,C457
95230,C1823,C2359
95234,C1823,C2358
95234,C1823,C2359
95235,C14204,C1685
95236,C194,C1707
95237,C2760,C1707
95240,C9063,C1685
95240,C9063,C1707
95242,C1823,C716
95243,C1823,C2084
95244,C14993,C706
95245,C16096,C1208
95250,C12347,C586
95250,C15001,C1707
95251,C2604,C706
95251,C4081,C5030
95252,C3380,C22841
95254,C3616,C5030
95258,C15303,C706
95258,C421,C457
95264,C11346,C1685
95265,C4015,C5030
95267,C14993,C5030
95268,C2492,C457
95270,C5332,C5030
95271,C14993,C586
95273,C3380,C22841
95276,C14993,C5136
95276,C14993,C5588
95277,C14993,C4222
95277,C14993,C5640
95277,C3030,C5030
95278,C14993,C22529
95278,C14993,C5136
95283,C64,C706
95283,C7991,C5030
95286,C13285,C1707
95288,C14903,C706
95289,C1191,C1707
95289,C2798,C1685
95289,C6758,C1707
95290,C14053,C1707
95291,C4515,C706
95294,C8958,C1707
95304,C12347,C528
95306,C2769,C6167
95313,C21003,C359
95313,C3380,C22841
95315,C14253,C1685
95315,C14253,C1707
95316,C3534,C2174
95321,C14247,C706
95322,C15640,C5030
95324,C12406,C706
95325,C20165,C1685
95325,C20165,C1707
95328,C2492,C457
95329,C1300,C529
95335,C3380,C22841
95339,C8388,C754
95341,C366,C368
95342,C2850,C359
95345,C94,C1685
95347,C1804,C5030
95347,C5176,C5030
95347,C9578,C1685
95348,C12318,C706
95348,C4513,C706
95351,C15802,C5030
95351,C15802,C706
95354,C3204,C586
95355,C1804,C22529
95355,C1804,C5136
95357,C14270,C1685
95357,C14270,C1707
95359,C15802,C5136
95359,C768,C528
95360,C14940,C5030
95360,C15802,C22529
95360,C2320,C467
95360,C768,C528
95362,C12257,C1707
95362,C2749,C5030
95364,C5461,C5030
95365,C9870,C1685
95365,C9870,C1707
95367,C1006,C706
95367,C375,C1685
95369,C11885,C2174
95370,C1804,C22529
95370,C1804,C5136
95372,C14066,C1707
95373,C2475,C5030
95374,C15802,C22529
95374,C3380,C22841
95375,C15802,C5136
95379,C1804,C22529
95379,C1804,C5136
95383,C15802,C22529
95383,C15802,C5136
95384,C768,C586
95385,C1804,C586
95388,C2492,C457
95390,C20165,C2303
95396,C13337,C13337
95397,C3380,C22841
95398,C154,C359
95398,C6367,C706
95400,C3044,C706
95402,C2492,C457
95404,C3238,C1065
95404,C3238,C467
95405,C1108,C1707
95412,C3405,C1065
95414,C2517,C706
95415,C1506,C1707
95422,C15003,C706
95422,C3664,C1707
95426,C3457,C706
95427,C11564,C1685
95428,C15355,C1685
95428,C15355,C1707
95429,C15355,C1707
95431,C11996,C1685
95432,C768,C2109
95432,C768,C612
95433,C768,C2109
95435,C1191,C231
95435,C3380,C22841
95438,C436,C1707
95443,C9201,C1685
95443,C9201,C1707
95448,C2492,C457
95454,C768,C457
95455,C768,C457
95458,C1800,C706
95459,C3380,C22841
95460,C2278,C5030
95460,C23640,C1685
95460,C23640,C1707
95471,C3374,C706
95471,C4517,C706
95472,C8559,C1707
95476,C768,C529
95479,C4616,C5030
95480,C3021,C5030
95481,C4722,C2436
95482,C12423,C5030
95485,C4616,C5136
95486,C4616,C22529
95489,C4618,C528
95494,C12691,C706
95496,C3021,C5136
95496,C3380,C22841
95497,C12716,C706
95497,C3021,C22529
95498,C14439,C5030
95500,C15678,C1707
95501,C4616,C22529
95502,C4616,C5136
95504,C8958,C706
95506,C484,C5030
95507,C14439,C22529
95507,C14439,C5136
95507,C2492,C457
95508,C14439,C4222
95508,C14439,C5588
95508,C14439,C5640
95508,C2492,C457
95509,C4616,C22529
95509,C4616,C5136
95511,C3021,C22529
95512,C20215,C20215
95512,C3021,C5136
95513,C14266,C5030
95517,C8559,C5030
95519,C375,C1685
95520,C3021,C22529
95520,C3021,C5136
95521,C3380,C22841
95522,C4616,C2685
95522,C484,C4222
95522,C484,C5136
95523,C375,C706
95523,C484,C22529
95523,C484,C5136
95523,C484,C5640
95524,C484,C5588
95528,C3021,C2685
95528,C3906,C706
95529,C8589,C706
95531,C15128,C1685
95531,C1936,C2079
95532,C15001,C1707
95536,C14122,C5030
95536,C5774,C706
95549,C17219,C1685
95549,C17219,C1707
95550,C1089,C3758
95553,C2772,C5030
95556,C15498,C1707
95557,C1089,C1581
95557,C3380,C22841
95559,C1089,C1611
95559,C1089,C742
95560,C8371,C706
95564,C3380,C25294
95565,C3380,C22167
95567,C1089,C3970
95567,C5461,C706
95568,C2492,C457
95570,C4508,C706
95572,C1936,C2079
95573,C13285,C706
95581,C11315,C1685
95583,C3380,C22841
95585,C3496,C706
95590,C2278,C1685
95598,C14229,C706
95606,C25759,C25759
95612,C3238,C528
95614,C3238,C529
95616,C3165,C5030
95618,C3380,C22841
95620,C21003,C1707
95622,C14280,C1685
95622,C14280,C1707
95622,C5154,C1685
95626,C3616,C586
95629,C2492,C457
95633,C3544,C2109
95642,C2320,C5136
95643,C9219,C706
95644,C15733,C604
95645,C2480,C706
95645,C3380,C22841
95646,C11315,C2174
95646,C11315,C231
95647,C3629,C5030
95652,C1089,C1685
95652,C12393,C5030
95653,C12682,C706
95654,C1089,C1685
95659,C14066,C5030
95666,C12406,C1707
95666,C12406,C5030
95668,C12707,C706
95670,C3629,C1707
95678,C14296,C1763
95679,C3380,C22841
95680,C8147,C5030
95684,C315,C1707
95685,C13638,C359
95685,C315,C1707
95687,C1142,C1707
95688,C1089,C612
95689,C1089,C586
95689,C2492,C457
95693,C843,C706
95695,C13661,C1707
95699,C14984,C706
95702,C2492,C457
95704,C709,C5030
95706,C1089,C706
95707,C3380,C22841
95711,C14521,C706
95715,C421,C457
95717,C1423,C1707
95718,C3163,C706
95720,C1006,C1685
95722,C2772,C706
95725,C11564,C754
95735,C1191,C419
95735,C3235,C1707
95735,C7991,C1685
95736,C1423,C706
95737,C11315,C754
95737,C15498,C1707
95737,C814,C1707
95740,C12541,C706
95740,C3380,C22841
95740,C5186,C706
95742,C3198,C1707
95745,C10430,C5030
95745,C421,C457
95746,C15003,C1685
95747,C10430,C706
95749,C2492,C457
95753,C5638,C1685
95754,C13243,C1685
95754,C13243,C1707
95756,C5323,C706
95758,C13431,C1685
95761,C2798,C1685
95765,C12547,C706
95768,C14483,C1685
95769,C1191,C5030
95769,C3380,C22841
95770,C2517,C5030
95772,C1928,C706
95773,C2472,C1707
95774,C8559,C706
95776,C15678,C706
95776,C9426,C1707
95778,C3235,C706
95780,C3238,C5030
95783,C14940,C1685
95784,C11346,C706
95785,C15180,C1685
95792,C3380,C25295
95792,C3380,C5728
95793,C2090,C528
95797,C14122,C706
95801,C3380,C22841
95803,C709,C1707
95804,C12360,C1685
95805,C3165,C529
95805,C3165,C706
95806,C1692,C706
95806,C2475,C1707
95809,C2492,C457
95813,C4988,C1707
95816,C2749,C1707
95821,C4550,C706
95823,C14809,C1685
95823,C4722,C467
95824,C64,C1707
95829,C3869,C706
95830,C15007,C706
95831,C3380,C22841
95833,C13457,C1685
95833,C15615,C5030
95834,C3380,C798
95835,C12707,C1707
95836,C2772,C528
95838,C1357,C706
95840,C1947,C706
95843,C14247,C1685
95846,C12347,C1065
95846,C12347,C612
95847,C14494,C706
95849,C12347,C467
95852,C3544,C1685
95853,C4232,C1707
95855,C14984,C5030
95858,C14477,C1685
95858,C6857,C1707
95861,C9627,C706
95862,C3380,C22841
95864,C806,C1685
95865,C1089,C467
95865,C806,C1685
95866,C9705,C1707
95867,C3381,C1707
95869,C2492,C457
95875,C4983,C1685
95879,C354,C1707
95886,C12360,C5030
95888,C1645,C5030
95891,C453,C1685
95892,C1748,C1685
95893,C3380,C22841
95895,C14266,C1685
95896,C1006,C1685
95896,C15001,C706
95896,C1645,C706
95897,C5784,C1685
95897,C5784,C1707
95900,C6509,C706
95902,C2852,C5030
95906,C2683,C1707
95907,C14445,C706
95909,C1645,C1707
95920,C3030,C1707
95921,C12845,C706
95921,C3380,C22841
95923,C15498,C706
95925,C14296,C359
95926,C12691,C5030
95926,C2871,C1685
95927,C1810,C1707
95927,C22494,C397
95927,C4567,C1065
95927,C4567,C922
95929,C2492,C457
95930,C282,C706
95937,C15556,C457
95939,C14521,C5030
95941,C15914,C706
95941,C3496,C586
95941,C6758,C1707
95942,C2321,C706
95944,C1191,C1707
95952,C5778,C1685
95953,C5778,C1685
95954,C4988,C706
95955,C3380,C22841
95959,C5045,C5030
95960,C12393,C1685
95970,C2677,C1685
95973,C2464,C5030
95975,C5794,C706
95977,C1936,C1944
95979,C22786,C1685
95979,C22786,C1707
95979,C902,C1685
95982,C9535,C706
95983,C12360,C706
95983,C9426,C706
95984,C3380,C22841
95989,C2492,C457
95990,C12766,C706
95990,C4651,C706
95991,C11564,C706
95993,C2077,C1685
95993,C9696,C706
95996,C1754,C1707
95998,C1142,C1707
96002,C2492,C457
96016,C14483,C706
96016,C366,C1685
96017,C3380,C22841
96018,C7312,C231
96026,C15266,C1685
96027,C27086,C1685
96027,C657,C1685
96028,C2320,C467
96038,C5111,C5030
96039,C12547,C5030
96041,C1515,C1685
96042,C1515,C1685
96044,C2303,C706
96045,C12347,C1685
96045,C13287,C1685
96045,C3380,C22841
96049,C2492,C457
96052,C1420,C1685
96054,C14477,C706
96061,C14494,C359
96062,C11114,C706
96068,C12177,C1685
96068,C12177,C1707
96070,C657,C229
96071,C10951,C2162
96073,C8958,C5030
96075,C13285,C5030
96077,C14296,C5030
96077,C14519,C1685
96078,C2989,C706
96079,C3380,C22841
96080,C13290,C1707
96081,C337,C1685
96083,C1357,C1685
96085,C14510,C706
96085,C2090,C528
96088,C2626,C586
96089,C768,C1685
96090,C15268,C1707
96091,C2850,C1065
96091,C3990,C5030
96094,C6367,C1685
96095,C1796,C1707
96095,C4858,C706
96103,C9535,C2174
96106,C3380,C22841
96109,C2492,C457
96111,C15007,C1707
96113,C3143,C1685
96116,C15767,C1707
96118,C14984,C1707
96118,C1796,C5030
96121,C3260,C5030
96122,C5811,C1685
96124,C3544,C528
96132,C10925,C1685
96132,C3694,C1707
96136,C14229,C1707
96137,C9715,C706
96138,C2760,C1707
96141,C3380,C22841
96145,C5358,C706
96154,C15001,C1707
96156,C13337,C1707
96157,C13337,C1685
96165,C6238,C5030
96166,C3616,C706
96166,C4232,C5030
96167,C3380,C22841
96169,C2492,C457
96170,C15370,C5030
96174,C4412,C706
96183,C16045,C2109
96183,C16045,C586
96188,C25022,C1685
96191,C11564,C528
96191,C6758,C1707
96192,C14053,C1707
96192,C274,C1707
96199,C12427,C706
96199,C15007,C5030
96203,C3380,C22841
96204,C2438,C706
96214,C11346,C5030
96214,C14445,C5030
96220,C13638,C1707
96221,C3380,C22841
96224,C2548,C706
96225,C2749,C706
96229,C13287,C706
96229,C2492,C457
96239,C992,C1685
96244,C11315,C706
96247,C12845,C5030
96248,C4753,C706
96249,C9578,C1685
96256,C2229,C706
96256,C4616,C1685
96259,C2422,C1685
96265,C3380,C22841
96269,C375,C1685
96273,C13717,C754
96274,C831,C706
96276,C14540,C1685
96276,C4581,C5030
96278,C1928,C5030
96281,C881,C1707
96284,C1653,C706
96287,C2480,C2479
96289,C2492,C457
96289,C3380,C22841
96302,C2492,C457
96306,C14519,C706
96309,C3238,C1065
96309,C3238,C467
96310,C2320,C5136
96314,C3238,C528
96314,C9705,C706
96315,C4131,C706
96318,C1506,C1707
96320,C1453,C5030
96320,C315,C5030
96322,C3694,C706
96327,C3380,C22841
96328,C3131,C5030
96329,C814,C5030
96337,C992,C706
96341,C366,C5030
96343,C1905,C529
96346,C2626,C706
96349,C2492,C457
96350,C3380,C22841
96351,C12766,C5030
96351,C16070,C1685
96352,C16070,C1685
96353,C3374,C2483
96353,C3374,C743
96354,C3374,C5590
96354,C4015,C706
96357,C14229,C5030
96361,C3204,C5030
96361,C3336,C1685
96362,C3374,C1065
96365,C2038,C16008
96369,C3198,C457
96370,C3198,C1065
96370,C3198,C2109
96375,C2299,C5030
96376,C3374,C467
96380,C4291,C1944
96381,C902,C5030
96384,C2021,C5030
96389,C3380,C22841
96391,C22724,C1685
96394,C6758,C706
96398,C15914,C5030
96398,C4550,C5030
96399,C657,C5030
96400,C4753,C5030
96406,C2438,C5030
96406,C3607,C1685
96406,C3607,C1707
96408,C14477,C5030
96409,C2492,C457
96411,C3380,C22841
96412,C3374,C1707
96418,C14519,C5030
96419,C2533,C612
96429,C2850,C706
96432,C3204,C706
96432,C3405,C706
96436,C2827,C743
96437,C2472,C5030
96451,C3380,C22841
96457,C2321,C1065
96458,C1453,C706
96468,C194,C706
96469,C2492,C457
96471,C12427,C5030
96472,C3380,C22841
96476,C2852,C706
96478,C2827,C706
96483,C14494,C5030
96483,C4377,C706
96483,C6857,C2109
96483,C6857,C528
96483,C6857,C529
96484,C1006,C5030
96484,C13360,C706
96493,C13457,C1685
96498,C4131,C5030
96499,C13290,C706
96499,C1357,C1685
96504,C3374,C743
96505,C3554,C1707
96505,C3554,C5030
96506,C15001,C5030
96511,C3374,C5721
96512,C3374,C585
96513,C3380,C22841
96521,C3380,C22841
96522,C375,C5030
96523,C6857,C706
96529,C2492,C457
96530,C4651,C5030
96533,C13316,C706
96539,C154,C706
96544,C14540,C706
96546,C354,C1707
96548,C14439,C706
96554,C9715,C231
96562,C3664,C706
96563,C768,C528
96567,C12406,C1707
96574,C16070,C359
96575,C3380,C22841
96577,C2668,C706
96580,C2893,C706
96582,C453,C467
96588,C768,C586
96588,C9705,C231
96589,C2492,C457
96590,C14557,C1707
96594,C3380,C22841
96597,C13661,C1707
96600,C5778,C706
96601,C1191,C456
96601,C3143,C1685
96602,C2492,C457
96603,C16070,C706
96607,C9219,C1707
96608,C14700,C706
96610,C2626,C706
96610,C4112,C5030
96612,C12141,C5030
96613,C13303,C1707
96614,C13303,C1707
96616,C12141,C5030
96617,C1300,C706
96618,C14777,C1707
96619,C14247,C2174
96620,C2493,C5030
96624,C2032,C706
96627,C768,C1685
96628,C11885,C2174
96628,C2436,C706
96629,C354,C706
96632,C12716,C5030
96632,C14439,C1707
96634,C3198,C1707
96635,C3451,C1685
96637,C3380,C22841
96638,C15498,C1707
96638,C1653,C1685
96638,C814,C1707
96639,C1936,C1685
96640,C3554,C612
96641,C3336,C706
96644,C3198,C1707
96649,C2492,C457
96655,C3380,C22841
96656,C3457,C1707
96658,C58,C1707
96659,C4600,C706
96662,C15753,C1685
96662,C3444,C2436
96663,C2798,C1685
96663,C9921,C1707
96664,C14266,C359
96665,C2683,C706
96669,C15767,C1707
96671,C22494,C397
96671,C4291,C706
96674,C4077,C1707
96677,C2493,C1707
96679,C13539,C1707
96680,C14510,C5030
96681,C4165,C1707
96686,C14940,C1685
96687,C14049,C1685
96688,C13431,C706
96688,C14049,C1685
96688,C15180,C1685
96690,C13303,C706
96690,C6857,C612
96694,C14993,C1685
96696,C2320,C467
96698,C5778,C359
96699,C3380,C22841
96703,C14225,C1707
96705,C3165,C529
96705,C3165,C706
96708,C282,C1707
96709,C2492,C457
96714,C14777,C706
96714,C6857,C586
96716,C3380,C22841
96717,C3235,C5030
96719,C4112,C706
96720,C1754,C706
96723,C5794,C5030
96726,C3122,C706
96728,C3616,C1685
96732,C1936,C2079
96735,C13457,C1685
96738,C5279,C2436
96742,C14557,C706
96744,C6037,C231
96745,C14247,C1685
96745,C3254,C706
96746,C4165,C5030
96749,C5111,C706
96750,C6897,C706
96759,C4297,C706
96759,C6037,C1707
96760,C6857,C1707
96761,C2021,C1707
96761,C3380,C22841
96762,C14343,C1685
96762,C4297,C5030
96765,C15218,C2174
96767,C12318,C1685
96768,C5279,C1707
96769,C2492,C457
96770,C4517,C1685
96773,C9535,C231
96773,C9627,C5030
96777,C3380,C22841
96781,C10529,C706
96784,C4515,C1707
96784,C4653,C706
96788,C354,C1707
96789,C15767,C706
96791,C15370,C1685
96794,C1420,C457
96794,C453,C1685
96794,C631,C1685
96794,C6857,C706
96795,C409,C5030
96797,C14266,C1685
96797,C3026,C1183
96797,C608,C5030
96798,C1006,C1685
96811,C1243,C706
96815,C1300,C1685
96820,C14700,C1685
96823,C3380,C22841
96825,C14866,C706
96828,C7312,C448
96829,C2492,C457
96833,C3049,C5030
96833,C9535,C754
96834,C16055,C359
96838,C3380,C22841
96839,C274,C706
96840,C2472,C706
96841,C24595,C1685
96841,C421,C457
96846,C1191,C1707
96847,C15114,C706
96847,C4271,C5030
96849,C2496,C5030
96849,C6509,C585
96850,C4352,C706
96854,C1804,C1707
96856,C2548,C5030
96857,C2683,C585
96860,C2683,C46
96860,C2683,C743
96861,C13457,C706
96862,C12393,C1685
96868,C18345,C359
96871,C12016,C1707
96871,C421,C457
96872,C12016,C1685
96872,C4858,C1685
96873,C1435,C1707
96873,C768,C706
96874,C122,C5030
96875,C2871,C706
96875,C515,C706
96883,C4254,C743
96885,C3380,C22841
96889,C2492,C457
96899,C3380,C22841
96901,C1142,C1707
96901,C1191,C626
96902,C2492,C457
96903,C14866,C231
96911,C2908,C5030
96911,C6897,C1685
96913,C161,C359
96914,C2908,C706
96916,C13661,C1707
96917,C2604,C1685
96919,C13303,C5030
96919,C13948,C1685
96922,C15498,C5030
96927,C4835,C5030
96928,C3587,C5030
96928,C657,C1685
96929,C27086,C1685
96929,C27086,C1707
96935,C1423,C5030
96937,C2683,C5030
96938,C1796,C706
96938,C4081,C1707
96938,C920,C706
96940,C1936,C706
96945,C2001,C706
96947,C12347,C1685
96947,C3380,C22841
96949,C2492,C457
96949,C5279,C5030
96951,C2076,C706
96951,C3451,C5030
96953,C9696,C1707
96955,C22976,C1685
96955,C2517,C3761
96956,C4722,C5030
96957,C3587,C1685
96960,C3380,C22841
96977,C2320,C5136
96981,C409,C706
96983,C421,C706
96984,C159,C1707
96985,C1357,C1685
96988,C409,C1685
96989,C13316,C5030
96990,C4291,C1685
96991,C768,C1685
96995,C3544,C5030
96996,C6367,C1685
97008,C5111,C1685
97009,C2492,C457
97009,C3380,C22841
97010,C15914,C1685
97016,C3143,C1685
97018,C15767,C1707
97020,C14984,C1707
97021,C14521,C1685
97021,C3380,C22841
97022,C1295,C5030
97023,C4271,C1685
97024,C5279,C706
97026,C1205,C1685
97029,C9627,C5297
97030,C16088,C359
97035,C15180,C1685
97038,C806,C5030
97039,C2760,C1707
97040,C12257,C359
97040,C194,C1707
97043,C14540,C5030
97046,C2769,C1533
97051,C16055,C706
97053,C2496,C706
97055,C4254,C1685
97056,C15001,C1707
97056,C5337,C706
97060,C3534,C706
97062,C2438,C1867
97066,C159,C586
97069,C2492,C457
97069,C2769,C4025
97069,C4858,C5030
97071,C3380,C22841
97071,C9870,C9870
97081,C14040,C2174
97082,C3380,C22841
97086,C1191,C419
97093,C6758,C1707
97094,C14053,C1707
97102,C2076,C359
97106,C8958,C1707
97112,C15394,C1685
97120,C814,C706
97125,C22786,C22786
97129,C2492,C457
97131,C15604,C754
97131,C4600,C359
97133,C10951,C706
97133,C3380,C22841
97133,C4693,C706
97137,C4914,C1707
97143,C14640,C1707
97143,C3380,C22841
97149,C94,C1685
97151,C9578,C1685
97152,C806,C706
97156,C3374,C625
97157,C3026,C606
97167,C12257,C1707
97169,C3444,C5030
97170,C375,C1685
97171,C3451,C706
97172,C10713,C706
97172,C6509,C5030
97177,C1936,C1944
97178,C13431,C5030
97180,C20312,C1685
97180,C20312,C1707
97189,C2492,C457
97193,C15733,C1685
97193,C15733,C1707
97195,C3380,C22841
97197,C4914,C5030
97199,C1108,C528
97201,C15394,C706
97202,C18184,C18184
97202,C2492,C457
97202,C5782,C16712
97203,C16088,C706
97204,C3380,C22841
97206,C161,C5030
97208,C1108,C1707
97217,C14818,C1707
97217,C24710,C1685
97217,C24710,C1707
97219,C24806,C1685
97219,C24806,C1707
97222,C1506,C1707
97224,C13583,C706
97226,C13661,C706
97229,C4271,C706
97233,C14202,C1065
97233,C843,C5030
97234,C14202,C457
97234,C14202,C5030
