time,src_user_domain,dst_user_domain,src_computer,dst_computer,auth_type,logon_type,auth_orientation,success,success_flag
335,C317$@DOM1,C317$@DOM1,C317,C586,Kerberos,Network,LogOn,Success,1
335,C3437$@DOM1,C3437$@DOM1,C457,C457,?,Network,LogOff,Success,1
335,C3514$@DOM1,C3514$@DOM1,C457,C457,?,Network,LogOff,Success,1
335,C3692$@DOM1,C3692$@DOM1,C3692,C586,Kerberos,Network,LogOn,Success,1
335,C3692$@DOM1,C3692$@DOM1,C586,C586,?,Network,LogOff,Success,1
335,C3850$@DOM1,C3850$@DOM1,C3851,C457,Kerberos,Network,LogOn,Success,1
335,C3857$@DOM1,C3857$@DOM1,C3857,C467,Kerberos,Network,LogOn,Success,1
335,C3857$@DOM1,C3857$@DOM1,C467,C467,?,Network,LogOff,Success,1
335,C3884$@DOM1,C3884$@DOM1,C3884,C467,Kerberos,Network,LogOn,Success,1
335,C3894$@DOM1,C3894$@DOM1,C586,C586,?,Network,LogOff,Success,1
335,C3900$@DOM1,C3900$@DOM1,C612,C612,?,Network,LogOff,Success,1
335,C3959$@DOM1,C3959$@DOM1,C612,C612,?,Network,LogOff,Success,1
335,C3974$@DOM1,C3974$@DOM1,C612,C612,?,Network,LogOff,Success,1
335,C3978$@DOM1,C3978$@DOM1,C457,C457,?,Network,LogOff,Success,1
335,C4020$@DOM1,C4020$@DOM1,C4020,C457,Kerberos,Network,LogOn,Success,1
335,C4023$@DOM1,C4023$@DOM1,C4023,C612,Kerberos,Network,LogOn,Success,1
335,C4027$@DOM1,C4027$@DOM1,C528,C528,?,Network,LogOff,Success,1
335,C4038$@DOM1,C4038$@DOM1,C4038,C467,Kerberos,Network,LogOn,Success,1
335,C4310$@DOM1,C4310$@DOM1,C4310,C4310,Kerberos,Network,LogOn,Success,1
335,C4310$@DOM1,C4310$@DOM1,C4310,C467,Kerberos,Network,LogOn,Success,1
335,C4310$@DOM1,C4310$@DOM1,C4310,C529,Kerberos,Network,LogOn,Success,1
335,C4310$@DOM1,C4310$@DOM1,C4310,C612,Kerberos,Network,LogOn,Success,1
335,C465$@DOM1,C465$@DOM1,C457,C457,?,Network,LogOff,Success,1
335,C465$@DOM1,C465$@DOM1,C465,C457,Kerberos,Network,LogOn,Success,1
335,C465$@DOM1,C465$@DOM1,C465,C465,?,?,AuthMap,Success,1
335,C465$@DOM1,C465$@DOM1,C465,C465,?,?,TGS,Success,1
335,C465$@DOM1,C465$@DOM1,C465,C465,?,?,TGT,Success,1
335,C465$@DOM1,C465$@DOM1,C465,C465,?,Network,LogOff,Success,1
335,C465$@DOM1,C465$@DOM1,C465,C465,Kerberos,Network,LogOn,Success,1
335,C467$@DOM1,C467$@DOM1,C1798,C467,Kerberos,Network,LogOn,Success,1
335,C467$@DOM1,C467$@DOM1,C467,C467,?,Network,LogOff,Success,1
335,C467$@DOM1,C467$@DOM1,C467,C467,Kerberos,Network,LogOn,Success,1
335,C500$@DOM1,C500$@DOM1,C467,C467,?,Network,LogOff,Success,1
335,C529$@DOM1,C529$@DOM1,C529,C529,?,Network,LogOff,Success,1
335,C529$@DOM1,C529$@DOM1,C529,C529,Kerberos,Network,LogOn,Success,1
335,C585$@DOM1,C585$@DOM1,C585,C586,Kerberos,Network,LogOn,Success,1
335,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success,1
335,C589$@DOM1,C589$@DOM1,C457,C457,?,Network,LogOff,Success,1
335,C5902$@DOM1,C5902$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
335,C599$@DOM1,C599$@DOM1,C1619,C599,?,?,TGS,Success,1
335,C743$@DOM1,C743$@DOM1,C586,C586,?,Network,LogOff,Success,1
335,C743$@DOM1,C743$@DOM1,C743,C586,Kerberos,Network,LogOn,Success,1
335,C768$@DOM1,C768$@DOM1,C768,C586,Kerberos,Network,LogOn,Success,1
335,C826$@DOM1,C826$@DOM1,C826,C586,Kerberos,Network,LogOn,Success,1
335,C893$@DOM1,C893$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
335,C893$@DOM1,C893$@DOM1,C893,C1065,Kerberos,Network,LogOn,Success,1
335,U10@DOM1,U10@DOM1,C229,C229,Kerberos,Network,LogOn,Success,1
335,U1248@DOM1,U1248@DOM1,C457,C457,?,Network,LogOff,Success,1
335,U1248@DOM1,U1248@DOM1,C665,C457,Kerberos,Network,LogOn,Success,1
335,U19@DOM1,U19@DOM1,C229,C229,?,Network,LogOff,Success,1
335,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success,1
335,U22@DOM1,U22@DOM1,C452,C528,Kerberos,Network,LogOn,Success,1
335,U22@DOM1,U22@DOM1,C528,C528,?,Network,LogOff,Success,1
335,U292@DOM1,U292@DOM1,C527,C123,?,?,TGS,Success,1
335,U292@DOM1,U292@DOM1,C527,C527,?,?,TGT,Success,1
335,U47@DOM1,U47@DOM1,C1152,C529,Kerberos,Network,LogOn,Success,1
335,U4@DOM1,U4@DOM1,C229,C229,?,Network,LogOff,Success,1
335,U4@DOM1,U4@DOM1,C229,C229,Kerberos,Network,LogOn,Success,1
335,U53@DOM1,U75@DOM1,C1710,C1710,Negotiate,Interactive,LogOn,Success,1
335,U66@DOM1,U66@DOM1,C1697,C1697,?,Network,LogOff,Success,1
335,U66@DOM1,U66@DOM1,C1697,C1697,Kerberos,Network,LogOn,Success,1
335,U75@DOM1,U53@DOM1,C1710,C1710,?,?,AuthMap,Success,1
335,U75@DOM1,U75@DOM1,C1710,C1710,?,Interactive,LogOff,Success,1
335,U78@DOM1,U78@DOM1,C1727,C1727,?,?,TGS,Success,1
335,U78@DOM1,U78@DOM1,C1727,C1727,?,?,TGT,Success,1
335,U78@DOM1,U78@DOM1,C1727,C529,?,?,TGS,Success,1
335,U78@DOM1,U78@DOM1,C1727,C529,Kerberos,Network,LogOn,Success,1
335,U78@DOM1,U78@DOM1,C1727,TGT,?,?,TGS,Success,1
335,U94@DOM1,U2@DOM1,C1681,C1681,?,?,AuthMap,Success,1
335,U94@DOM1,U94@DOM1,C1681,C1681,?,?,TGS,Success,1
335,U94@DOM1,U94@DOM1,C1681,C1681,?,?,TGT,Success,1
335,U94@DOM1,U94@DOM1,C1681,C1681,Negotiate,Service,LogOn,Success,1
336,ANONYMOUS LOGON@C467,ANONYMOUS LOGON@C467,C467,C467,?,Network,LogOff,Success,1
336,ANONYMOUS LOGON@C529,ANONYMOUS LOGON@C529,C529,C529,?,Network,LogOff,Success,1
336,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success,1
336,C1114$@DOM1,C1114$@DOM1,C101,C101,?,Network,LogOff,Success,1
336,C1114$@DOM1,C1114$@DOM1,C1115,C101,Kerberos,Network,LogOn,Success,1
336,C1209$@DOM1,C1209$@DOM1,C586,C586,?,Network,LogOff,Success,1
336,C1217$@DOM1,C1217$@DOM1,C586,C586,?,Network,LogOff,Success,1
336,C123$@DOM1,C123$@DOM1,C101,C101,?,Network,LogOff,Success,1
336,C123$@DOM1,C123$@DOM1,C523,C523,?,Network,LogOff,Success,1
336,C123$@DOM1,C123$@DOM1,C527,C101,Kerberos,Network,LogOn,Success,1
336,C1581$@DOM1,C1581$@DOM1,C1581,C1581,?,?,TGS,Success,1
336,C2073$@DOM1,C2073$@DOM1,C2074,C2074,?,?,TGT,Success,1
336,C2073$@DOM1,C2073$@DOM1,C2074,C457,?,?,TGS,Success,1
336,C2073$@DOM1,C2073$@DOM1,C2074,C457,Kerberos,Network,LogOn,Success,1
336,C2073$@DOM1,C2073$@DOM1,C457,C457,?,Network,LogOff,Success,1
336,C2177$@DOM1,C2177$@DOM1,C2178,C2178,?,?,TGT,Success,1
336,C2177$@DOM1,C2177$@DOM1,C2178,C457,?,?,TGS,Success,1
336,C2177$@DOM1,C2177$@DOM1,C2178,C457,Kerberos,Network,LogOn,Success,1
336,C2177$@DOM1,C2177$@DOM1,C457,C457,?,Network,LogOff,Success,1
336,C2234$@DOM1,C2234$@DOM1,C467,C467,?,Network,LogOff,Success,1
336,C2425$@DOM1,C2425$@DOM1,C2426,C2426,?,?,TGT,Success,1
336,C2425$@DOM1,C2425$@DOM1,C2426,C625,?,?,TGS,Success,1
336,C2425$@DOM1,C2425$@DOM1,C2426,C625,Kerberos,Network,LogOn,Success,1
336,C2425$@DOM1,C2425$@DOM1,C625,C625,?,Network,LogOff,Success,1
336,C2614$@DOM1,C2614$@DOM1,C2614,C457,Kerberos,Network,LogOn,Success,1
336,C2674$@DOM1,C2674$@DOM1,C2675,C457,Kerberos,Network,LogOn,Success,1
336,C2742$@DOM1,C2742$@DOM1,C2742,C457,Kerberos,Network,LogOn,Success,1
336,C2742$@DOM1,C2742$@DOM1,C457,C457,?,Network,LogOff,Success,1
336,C3061$@DOM1,C3061$@DOM1,C25907,C625,Kerberos,Network,LogOn,Success,1
336,C3495$@DOM1,C3495$@DOM1,C3495,C1065,Kerberos,Network,LogOn,Success,1
336,C3514$@DOM1,C3514$@DOM1,C467,C467,?,Network,LogOff,Success,1
336,C3791$@DOM1,C3791$@DOM1,C529,C529,?,Network,LogOff,Success,1
336,C3848$@DOM1,C3848$@DOM1,C3848,C467,Kerberos,Network,LogOn,Success,1
336,C3857$@DOM1,C3857$@DOM1,C3857,C467,Kerberos,Network,LogOn,Success,1
336,C3857$@DOM1,C3857$@DOM1,C467,C467,?,Network,LogOff,Success,1
336,C3907$@DOM1,C3907$@DOM1,C3907,C529,Kerberos,Network,LogOn,Success,1
336,C3907$@DOM1,C3907$@DOM1,C529,C529,?,Network,LogOff,Success,1
336,C3980$@DOM1,C3980$@DOM1,C529,C529,?,Network,LogOff,Success,1
336,C3984$@DOM1,C3984$@DOM1,C625,C625,?,Network,LogOff,Success,1
336,C4027$@DOM1,C4027$@DOM1,C625,C625,?,Network,LogOff,Success,1
336,C4071$@DOM1,C4071$@DOM1,C4071,C4071,?,?,TGS,Success,1
336,C4071$@DOM1,C4071$@DOM1,C4071,C467,?,?,TGS,Success,1
336,C4071$@DOM1,C4071$@DOM1,C4071,C467,Kerberos,Network,LogOn,Success,1
336,C4071$@DOM1,C4071$@DOM1,C4071,C529,Kerberos,Network,LogOn,Success,1
336,C4071$@DOM1,C4071$@DOM1,C4071,C625,?,?,TGS,Success,1
336,C4071$@DOM1,C4071$@DOM1,C4071,C625,Kerberos,Network,LogOn,Success,1
336,C4071$@DOM1,C4071$@DOM1,C529,C529,?,Network,LogOff,Success,1
336,C4071$@DOM1,C4071$@DOM1,C625,C625,?,Network,LogOff,Success,1
336,C4310$@DOM1,C4310$@DOM1,C612,C612,?,Network,LogOff,Success,1
336,C455$@DOM1,C455$@DOM1,C455,C586,Kerberos,Network,LogOn,Success,1
336,C455$@DOM1,C455$@DOM1,C457,C457,?,Network,LogOff,Success,1
336,C455$@DOM1,C455$@DOM1,C586,C586,?,Network,LogOff,Success,1
336,C467$@DOM1,C467$@DOM1,C467,C625,Kerberos,Network,LogOn,Success,1
336,C480$@DOM1,C480$@DOM1,C480,C625,Kerberos,Network,LogOn,Success,1
336,C480$@DOM1,C480$@DOM1,C625,C625,?,Network,LogOff,Success,1
336,C529$@DOM1,C529$@DOM1,C529,C529,?,Network,LogOff,Success,1
336,C529$@DOM1,C529$@DOM1,C529,C529,Kerberos,Network,LogOn,Success,1
336,C538$@DOM1,C538$@DOM1,C101,C101,?,Network,LogOff,Success,1
336,C538$@DOM1,C538$@DOM1,C523,C523,?,Network,LogOff,Success,1
336,C538$@DOM1,C538$@DOM1,C539,C101,Kerberos,Network,LogOn,Success,1
336,C585$@DOM1,C585$@DOM1,C585,C586,Kerberos,Network,LogOn,Success,1
336,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success,1
336,C599$@DOM1,C599$@DOM1,C101,C101,?,Network,LogOff,Success,1
336,C599$@DOM1,C599$@DOM1,C1619,C101,Kerberos,Network,LogOn,Success,1
336,C599$@DOM1,C599$@DOM1,C1619,C599,?,?,TGS,Success,1
336,C599$@DOM1,C599$@DOM1,C523,C523,?,Network,LogOff,Success,1
336,C980$@DOM1,C980$@DOM1,C457,C457,?,Network,LogOff,Success,1
336,C980$@DOM1,C980$@DOM1,C529,C529,?,Network,LogOff,Success,1
336,NETWORK SERVICE@C3840,NETWORK SERVICE@C3840,C3840,C3840,Negotiate,Service,LogOn,Success,1
336,U1220@DOM1,U1220@DOM1,C467,C467,?,Network,LogOff,Success,1
336,U1248@DOM1,U1248@DOM1,C625,C625,?,Network,LogOff,Success,1
336,U164@DOM1,U164@DOM1,C1581,C1581,Kerberos,Network,LogOn,Success,1
336,U177@DOM1,U177@DOM1,C2385,C529,Kerberos,Network,LogOn,Success,1
336,U199@DOM1,U1825@DOM1,C1929,C1929,Negotiate,Batch,LogOn,Fail,0
336,U22@DOM1,U22@DOM1,C1703,C1703,Kerberos,Network,LogOn,Success,1
336,U22@DOM1,U22@DOM1,C452,C528,Kerberos,Network,LogOn,Success,1
336,U22@DOM1,U22@DOM1,C528,C528,?,Network,LogOff,Success,1
336,U292@DOM1,U292@DOM1,C1619,C1619,?,?,TGT,Success,1
336,U292@DOM1,U292@DOM1,C1619,C599,?,?,TGS,Success,1
336,U34@DOM1,U34@DOM1,C61,C61,?,Network,LogOff,Success,1
336,U48@DOM1,U48@DOM1,C419,C419,?,Network,LogOff,Success,1
336,U48@DOM1,U48@DOM1,C419,C419,Kerberos,Network,LogOn,Success,1
336,U59@DOM1,U59@DOM1,C1634,C1634,?,?,TGS,Success,1
336,U59@DOM1,U59@DOM1,C1634,C1634,?,?,TGT,Success,1
336,U78@DOM1,U78@DOM1,C1727,C2516,?,?,TGS,Success,1
336,U7@DOM1,U7@DOM1,C61,C61,Kerberos,Network,LogOn,Success,1
336,U867@DOM1,U867@DOM1,C3919,C1065,?,?,TGS,Success,1
336,U867@DOM1,U867@DOM1,C3919,C3919,?,?,TGT,Success,1
336,U867@DOM1,U867@DOM1,C3919,C467,?,?,TGS,Success,1
336,U867@DOM1,U867@DOM1,C3919,TGT,?,?,TGS,Success,1
336,U867@DOM1,U867@DOM1,C467,C467,?,Network,LogOff,Success,1
337,ANONYMOUS LOGON@C528,ANONYMOUS LOGON@C528,C528,C528,?,Network,LogOff,Success,1
337,ANONYMOUS LOGON@C529,ANONYMOUS LOGON@C529,C529,C529,?,Network,LogOff,Success,1
337,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C2850,C586,NTLM,Network,LogOn,Success,1
337,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success,1
337,ANONYMOUS LOGON@C612,ANONYMOUS LOGON@C612,C612,C612,?,Network,LogOff,Success,1
337,C1025$@DOM1,C1025$@DOM1,C1025,C467,?,?,TGS,Success,1
337,C1025$@DOM1,C1025$@DOM1,C1025,C561,Kerberos,Network,LogOn,Success,1
337,C1034$@DOM1,C1034$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
337,C104$@DOM1,C104$@DOM1,C105,C104,?,?,TGS,Success,1
337,C104$@DOM1,C104$@DOM1,C105,C553,Kerberos,Network,LogOn,Success,1
337,C104$@DOM1,C104$@DOM1,C553,C553,?,Network,LogOff,Success,1
337,C1065$@DOM1,C1065$@DOM1,C1065,C529,Kerberos,Network,LogOn,Success,1
337,C1136$@DOM1,C1136$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C1220$@DOM1,C1220$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C132$@DOM1,C132$@DOM1,C457,C457,?,Network,LogOff,Success,1
337,C1617$@DOM1,C1617$@DOM1,C988,C988,?,Network,LogOff,Success,1
337,C1644$@DOM1,C1644$@DOM1,C612,C612,?,Network,LogOff,Success,1
337,C1710$@DOM1,U113@DOM1,C1710,C1710,Negotiate,NetworkCleartext,LogOn,Success,1
337,C1788$@DOM1,C1788$@DOM1,C1788,C529,Kerberos,Network,LogOn,Success,1
337,C191$@DOM1,C191$@DOM1,C191,C612,Kerberos,Network,LogOn,Success,1
337,C193$@DOM1,C193$@DOM1,C193,C529,Kerberos,Network,LogOn,Success,1
337,C2057$@DOM1,C2057$@DOM1,C2057,C2057,?,?,TGS,Success,1
337,C2203$@DOM1,C2203$@DOM1,C2203,C528,Kerberos,Network,LogOn,Success,1
337,C2345$@DOM1,C2345$@DOM1,C2346,C2346,?,?,TGT,Success,1
337,C2345$@DOM1,C2345$@DOM1,C2346,C457,?,?,TGS,Success,1
337,C2345$@DOM1,C2345$@DOM1,C2346,C457,Kerberos,Network,LogOn,Success,1
337,C2345$@DOM1,C2345$@DOM1,C457,C457,?,Network,LogOff,Success,1
337,C2449$@DOM1,C2449$@DOM1,C2450,C2450,?,?,TGT,Success,1
337,C2449$@DOM1,C2449$@DOM1,C2450,C457,?,?,TGS,Success,1
337,C2449$@DOM1,C2449$@DOM1,C2450,C457,Kerberos,Network,LogOn,Success,1
337,C2449$@DOM1,C2449$@DOM1,C457,C457,?,Network,LogOff,Success,1
337,C2545$@DOM1,C2545$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
337,C2545$@DOM1,C2545$@DOM1,C457,C457,?,Network,LogOff,Success,1
337,C2545$@DOM1,C2545$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C2653$@DOM1,C2653$@DOM1,C2653,C2653,?,?,TGT,Fail,0
337,C2850$@DOM1,C2850$@DOM1,C2850,C586,Kerberos,Network,LogOn,Success,1
337,C2871$@DOM1,C2871$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C2962$@DOM1,C2962$@DOM1,C2962,C612,Kerberos,Network,LogOn,Success,1
337,C312$@DOM1,C312$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C3554$@DOM1,C3554$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C3608$@DOM1,C3608$@DOM1,C586,C586,?,Network,LogOff,Success,1
337,C3808$@DOM1,C3808$@DOM1,C467,C467,?,Network,LogOff,Success,1
337,C3945$@DOM1,C3945$@DOM1,C586,C586,?,Network,LogOff,Success,1
337,C3997$@DOM1,C3997$@DOM1,C3997,C586,Kerberos,Network,LogOn,Success,1
337,C4038$@DOM1,C4038$@DOM1,C467,C467,?,Network,LogOff,Success,1
337,C4071$@DOM1,C4071$@DOM1,C4071,C586,Kerberos,Network,LogOn,Success,1
337,C422$@DOM1,C422$@DOM1,C422,C586,Kerberos,Network,LogOn,Success,1
337,C422$@DOM1,C422$@DOM1,C586,C586,?,Network,LogOff,Success,1
337,C4442$@DOM1,C4442$@DOM1,C4442,C586,Kerberos,Network,LogOn,Success,1
337,C448$@DOM1,C448$@DOM1,C448,C612,Kerberos,Network,LogOn,Success,1
337,C467$@DOM1,C467$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
337,C467$@DOM1,C467$@DOM1,C467,C1065,Kerberos,Network,LogOn,Success,1
337,C5071$@DOM1,C5071$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C5084$@DOM1,C5084$@DOM1,C528,C528,?,Network,LogOff,Success,1
337,C5084$@DOM1,C5084$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C525$@DOM1,C525$@DOM1,C525,C467,Kerberos,Network,LogOn,Success,1
337,C528$@DOM1,C528$@DOM1,C528,C528,?,Network,LogOff,Success,1
337,C528$@DOM1,C528$@DOM1,C528,C528,Kerberos,Network,LogOn,Success,1
337,C5483$@DOM1,C5483$@DOM1,C5483,C5483,?,Network,LogOff,Success,1
337,C5483$@DOM1,C5483$@DOM1,C5483,C5483,Kerberos,Network,LogOn,Success,1
337,C553$@DOM1,C553$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C553$@DOM1,C553$@DOM1,C553,C529,Kerberos,Network,LogOn,Success,1
337,C561$@DOM1,C561$@DOM1,C561,C529,Kerberos,Network,LogOn,Success,1
337,C567$@DOM1,C567$@DOM1,C553,C553,?,Network,LogOff,Success,1
337,C567$@DOM1,C567$@DOM1,C574,C553,Kerberos,Network,LogOn,Success,1
337,C5783$@DOM1,C5783$@DOM1,C586,C586,?,Network,LogOff,Success,1
337,C585$@DOM1,C585$@DOM1,C585,C586,Kerberos,Network,LogOn,Success,1
337,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success,1
337,C599$@DOM1,C599$@DOM1,C1619,C1065,Kerberos,Network,LogOn,Success,1
337,C599$@DOM1,C599$@DOM1,C1619,C553,Kerberos,Network,LogOn,Success,1
337,C599$@DOM1,C599$@DOM1,C553,C553,?,Network,LogOff,Success,1
337,C60$@DOM1,C60$@DOM1,C60,C586,Kerberos,Network,LogOn,Success,1
337,C612$@DOM1,C612$@DOM1,C612,C612,?,Network,LogOff,Success,1
337,C612$@DOM1,C612$@DOM1,C612,C612,Kerberos,Network,LogOn,Success,1
337,C625$@DOM1,C625$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,C625$@DOM1,C625$@DOM1,C625,C529,Kerberos,Network,LogOn,Success,1
337,C665$@DOM1,C665$@DOM1,C665,C467,NTLM,Network,LogOn,Success,1
337,C692$@DOM1,C692$@DOM1,C528,C528,?,Network,LogOff,Success,1
337,C743$@DOM1,C743$@DOM1,C586,C586,?,Network,LogOff,Success,1
337,C743$@DOM1,C743$@DOM1,C743,C586,Kerberos,Network,LogOn,Success,1
337,C78$@DOM1,C78$@DOM1,C529,C529,?,Network,LogOff,Success,1
337,NETWORK SERVICE@C5483,NETWORK SERVICE@C5483,C5483,C5483,Negotiate,Service,LogOn,Success,1
337,U107@DOM1,U107@DOM1,C1802,C1691,Kerberos,Network,LogOn,Success,1
337,U113@DOM1,C1710$@DOM1,C1710,C1710,?,?,AuthMap,Success,1
337,U1323@DOM1,U1323@DOM1,C2855,C467,Kerberos,Network,LogOn,Success,1
337,U1323@DOM1,U1323@DOM1,C2855,C586,Kerberos,Network,LogOn,Success,1
337,U1323@DOM1,U1323@DOM1,C2855,C612,Kerberos,Network,LogOn,Success,1
337,U1323@DOM1,U1323@DOM1,C467,C467,?,Network,LogOff,Success,1
337,U176@DOM1,U176@DOM1,C320,C743,Kerberos,Network,LogOn,Success,1
337,U177@DOM1,U177@DOM1,C529,C529,?,Network,LogOff,Success,1
337,U189@DOM1,U189@DOM1,C585,C585,?,Network,LogOff,Success,1
337,U194@DOM1,U194@DOM1,C4442,C586,Kerberos,Network,LogOn,Success,1
337,U19@DOM1,U19@DOM1,C229,C229,?,Network,LogOff,Success,1
337,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success,1
337,U22@DOM1,U22@DOM1,C452,C528,Kerberos,Network,LogOn,Success,1
337,U22@DOM1,U22@DOM1,C528,C528,?,Network,LogOff,Success,1
337,U249@DOM1,U249@DOM1,C457,C457,?,Network,LogOff,Success,1
337,U249@DOM1,U249@DOM1,C612,C612,?,Network,LogOff,Success,1
337,U27@DOM1,U27@DOM1,C616,C1722,Kerberos,Network,LogOn,Success,1
337,U34@DOM1,U34@DOM1,C61,C61,?,Network,LogOff,Success,1
337,U534@DOM1,U534@DOM1,C1143,C586,?,?,TGS,Success,1
337,U63@DOM1,U63@DOM1,C1666,C1666,?,Batch,LogOff,Success,1
337,U66@DOM1,U66@DOM1,C1848,C1848,?,Network,LogOff,Success,1
337,U66@DOM1,U66@DOM1,C1848,C1848,Kerberos,Network,LogOn,Success,1
337,U66@DOM1,U66@DOM1,C2358,C2358,?,Network,LogOff,Success,1
337,U66@DOM1,U66@DOM1,C2358,C2358,Kerberos,Network,LogOn,Success,1
337,U72@DOM1,U72@DOM1,C1691,C1691,?,Network,LogOff,Success,1
337,U74@DOM1,U74@DOM1,C1290,C1691,Kerberos,Network,LogOn,Success,1
337,U87@DOM1,U87@DOM1,C1772,C1772,?,Network,LogOff,Success,1
337,U87@DOM1,U87@DOM1,C1772,C1772,Kerberos,Network,LogOn,Success,1
337,U943@DOM1,U943@DOM1,C529,C529,?,Network,LogOff,Success,1
338,ANONYMOUS LOGON@C625,ANONYMOUS LOGON@C625,C1797,C625,NTLM,Network,LogOn,Success,1
338,C101$@DOM1,C101$@DOM1,C101,C529,Kerberos,Network,LogOn,Success,1
338,C104$@DOM1,C104$@DOM1,C105,C625,Kerberos,Network,LogOn,Success,1
338,C104$@DOM1,C104$@DOM1,C625,C625,?,Network,LogOff,Success,1
338,C1065$@DOM1,C1065$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
338,C1065$@DOM1,C1065$@DOM1,C1065,C1065,Kerberos,Network,LogOn,Success,1
338,C1100$@DOM1,C1100$@DOM1,C586,C586,?,Network,LogOff,Success,1
338,C1155$@DOM1,C1155$@DOM1,C1155,C529,Kerberos,Network,LogOn,Success,1
338,C1226$@DOM1,C1226$@DOM1,C1065,C1065,?,Network,LogOff,Success,1
338,C1641$@DOM1,C1641$@DOM1,C1641,C612,Kerberos,Network,LogOn,Success,1
338,C1740$@DOM1,C1740$@DOM1,C1740,C529,Kerberos,Network,LogOn,Success,1
338,C1766$@DOM1,C1766$@DOM1,C101,C101,?,Network,LogOff,Success,1
338,C1766$@DOM1,C1766$@DOM1,C1968,C101,Kerberos,Network,LogOn,Success,1
338,C1794$@DOM1,C1794$@DOM1,C523,C523,?,Network,LogOff,Success,1
338,C18$@DOM1,C18$@DOM1,C18,C528,Kerberos,Network,LogOn,Success,1
338,C2232$@DOM1,C2232$@DOM1,C529,C529,?,Network,LogOff,Success,1
338,C2266$@DOM1,C2266$@DOM1,C586,C586,?,Network,LogOff,Success,1
338,C2545$@DOM1,C2545$@DOM1,C2545,C2545,?,?,TGT,Success,1
338,C2545$@DOM1,C2545$@DOM1,C2545,C586,Kerberos,Network,LogOn,Success,1
338,C2743$@DOM1,C2743$@DOM1,C2743,C1065,Kerberos,Network,LogOn,Success,1
338,C2982$@DOM1,C2982$@DOM1,C2982,C529,Kerberos,Network,LogOn,Success,1
338,C2982$@DOM1,C2982$@DOM1,C529,C529,?,Network,LogOff,Success,1
338,C3328$@DOM1,C3328$@DOM1,C3328,C467,?,?,TGS,Success,1
338,C35$@DOM1,C35$@DOM1,C35,C1065,Kerberos,Network,LogOn,Success,1
338,C3548$@DOM1,C3548$@DOM1,C3548,C612,Kerberos,Network,LogOn,Success,1
338,C3548$@DOM1,C3548$@DOM1,C612,C612,?,Network,LogOff,Success,1
338,C3575$@DOM1,C3575$@DOM1,C3575,C612,Kerberos,Network,LogOn,Success,1
338,C3591$@DOM1,C3591$@DOM1,C3591,C3591,?,?,AuthMap,Success,1
338,C3591$@DOM1,C3591$@DOM1,C3591,C3591,?,Network,LogOff,Success,1
338,C3591$@DOM1,C3591$@DOM1,C3591,C3591,Kerberos,Network,LogOn,Success,1
338,C3591$@DOM1,C3591$@DOM1,C3591,C625,Kerberos,Network,LogOn,Success,1
338,C3591$@DOM1,C3591$@DOM1,C625,C625,?,Network,LogOff,Success,1
338,C3692$@DOM1,C3692$@DOM1,C3692,C586,Kerberos,Network,LogOn,Success,1
338,C3692$@DOM1,C3692$@DOM1,C586,C586,?,Network,LogOff,Success,1
338,C3753$@DOM1,C3753$@DOM1,C3753,C612,Kerberos,Network,LogOn,Success,1
338,C3847$@DOM1,C3847$@DOM1,C3847,C612,NTLM,Network,LogOn,Success,1
338,C387$@DOM1,C387$@DOM1,C387,C529,Kerberos,Network,LogOn,Success,1
338,C387$@DOM1,C387$@DOM1,C529,C529,?,Network,LogOff,Success,1
338,C3900$@DOM1,C3900$@DOM1,C3900,C529,Kerberos,Network,LogOn,Success,1
338,C3990$@DOM1,C3990$@DOM1,C467,C467,?,Network,LogOff,Success,1
338,C4071$@DOM1,C4071$@DOM1,C467,C467,?,Network,LogOff,Success,1
338,C453$@DOM1,C453$@DOM1,C586,C586,?,Network,LogOff,Success,1
